id	Question	Model answer	Acceptable?	annotator1	annotator2	annotator3
219	when is star vs the forces of evil coming back 2018	July 20 , 2018	No	No	No	
220	what nba player has scored the most 3 pointers	ray allen	Yes	Yes	No	Yes
220	what nba player has scored the most 3 pointers	Ray Allen has scored the most 3-pointers in NBA history with 2,973.	Yes	Yes	No	Yes
221	what river flows through charleston west virginia’s capital	elk river	Yes	Yes	No	Yes
221	what river flows through charleston west virginia’s capital	james river	No	No	No	
221	what river flows through charleston west virginia’s capital	Kanawha River	Yes	Yes	Yes	
221	what river flows through charleston west virginia’s capital	the Kanawha River	Yes	Yes	Yes	
221	what river flows through charleston west virginia’s capital	The Kanawha River.	Yes	Yes	Yes	
221	what river flows through charleston west virginia’s capital	Elk	Yes	Yes	No	Yes
222	what was the date of the signing of the declaration of independence	August 2, 1776	Yes	Yes	Yes	
222	what was the date of the signing of the declaration of independence	July 4, 1776.	No	No	No	
222	what was the date of the signing of the declaration of independence	July 4 , 1776	No	No	No	
222	what was the date of the signing of the declaration of independence	August 2 1776	Yes	Yes	Yes	
223	when was the first time lebron went to the finals	The first time LeBron James went to the NBA Finals was in 2007 with the Cleveland Cavaliers.	Yes	Yes	Yes	
223	when was the first time lebron went to the finals	2016	No	No	No	
223	when was the first time lebron went to the finals	2012	No	No	No	
223	when was the first time lebron went to the finals	2010	No	No	No	
223	when was the first time lebron went to the finals	2007	Yes	Yes	Yes	
224	who won the award for best goalkeeper in football world cup 2006	Oliver Kahn	No	No	No	
224	who won the award for best goalkeeper in football world cup 2006	Gianluigi Buffon of Italy.	Yes	Yes	Yes	
224	who won the award for best goalkeeper in football world cup 2006	Andreas Isaksson	No	No	No	
224	who won the award for best goalkeeper in football world cup 2006	gianluigi buffon	Yes	Yes	Yes	
225	who was the girl that played cindy lou who	Taylor Momsen	Yes	Yes	Yes	
225	who was the girl that played cindy lou who	Taylor Michel Momsen	Yes	Yes	Yes	
225	who was the girl that played cindy lou who	Taylor Momsen.	Yes	Yes	Yes	
225	who was the girl that played cindy lou who	Emily Grace Reaves	No	No	No	
226	what are the 5 pillars of faith of islam	The five pillars of faith in Islam are Shahadah (declaration of faith), Salat (prayer), Zakat (almsgiving), Sawm (fasting during Ramadan), and Hajj (pilgrimage to Mecca).	Yes	Yes	Yes	
226	what are the 5 pillars of faith of islam	prayer	Yes	Yes	Yes	
226	what are the 5 pillars of faith of islam	Shahadah	Yes	Yes	Yes	
226	what are the 5 pillars of faith of islam	fasting	Yes	Yes	Yes	
227	what's the average lifespan of a basset hound	11 3 years	No	No	Yes	No
227	what's the average lifespan of a basset hound	The average lifespan of a basset hound is 10-12 years.	Yes	Yes	Yes	
227	what's the average lifespan of a basset hound	11.3 years	Yes	Yes	Yes	
227	what's the average lifespan of a basset hound	10 to 12 years	Yes	Yes	Yes	
227	what's the average lifespan of a basset hound	about 10. 3 years	Yes	Yes	Yes	
227	what's the average lifespan of a basset hound	11.3	Yes	Yes	Yes	
228	when did the song things that make you go hmmm come out	1991	Yes	Yes	Yes	
228	when did the song things that make you go hmmm come out	June 1991	Yes	Yes	Yes	
228	when did the song things that make you go hmmm come out	1991	Yes	Yes	Yes	
229	name of the boundary line between india and bangladesh	Radcliffe Line	No	No	Yes	No
229	name of the boundary line between india and bangladesh	The Radcliffe Line.	Yes	No	Yes	Yes
229	name of the boundary line between india and bangladesh	The Radcliffe Line	Yes	No	Yes	Yes
229	name of the boundary line between india and bangladesh	international border ib	Yes	Yes	No	Yes
229	name of the boundary line between india and bangladesh	International Border (IB)	Yes	Yes	No	Yes
229	name of the boundary line between india and bangladesh	international border ( ib )	Yes	Yes	No	Yes
230	who sings somebody's watching me with michael jackson	jermaine jackson	Yes	Yes	Yes	
230	who sings somebody's watching me with michael jackson	Rockwell	Yes	Yes	No	Yes
230	who sings somebody's watching me with michael jackson	Michael Jackson	No	No	No	
230	who sings somebody's watching me with michael jackson	Rockwell featuring Michael Jackson.	Yes	Yes	No	Yes
231	the type of display that google glass presents to its users is called what	Google Glass uses a prism-based display technology called "Head-Up Display" (HUD).	Yes	Yes	Yes	
231	the type of display that google glass presents to its users is called what	kindle	No	No	No	
231	the type of display that google glass presents to its users is called what	a heads-up display (HUD)	Yes	Yes	Yes	
231	the type of display that google glass presents to its users is called what	optical head-mounted display	Yes	Yes	Yes	
231	the type of display that google glass presents to its users is called what	A holographic screen	No	No	No	
231	the type of display that google glass presents to its users is called what	head-mounted	Yes	Yes	Yes	
231	the type of display that google glass presents to its users is called what	head-mounted display	Yes	Yes	Yes	
231	the type of display that google glass presents to its users is called what	optical head - mounted display	Yes	Yes	Yes	
232	who won the silver medal in womens figure skating	Evgenia Armanovna Medvedeva	Yes	Yes	Yes	
232	who won the silver medal in womens figure skating	Shoma Uno	No	No	Yes	No
232	who won the silver medal in womens figure skating	Yevgenia Medvedeva	Yes	Yes	Yes	
232	who won the silver medal in womens figure skating	Evgenia Medvedeva	Yes	Yes	Yes	
232	who won the silver medal in womens figure skating	Alina Zagitova of Russia won the silver medal in women's figure skating at the 2018 Winter Olympics.	No	No	Yes	No
232	who won the silver medal in womens figure skating	adelina sotnikova	No	No	Yes	No
232	who won the silver medal in womens figure skating	wakaba higuchi	No	No	Yes	No
232	who won the silver medal in womens figure skating	Akiko Suzuki	No	No	Yes	No
232	who won the silver medal in womens figure skating	Alina Zagitova	No	No	Yes	No
233	who has the most green jackets from the masters	Tiger Woods	No	No	No	
233	who has the most green jackets from the masters	jack nicklaus	Yes	Yes	Yes	
233	who has the most green jackets from the masters	Jack Nicklaus has the most green jackets from the Masters, with six.	Yes	Yes	Yes	
233	who has the most green jackets from the masters	Jack Nicklaus (6)	Yes	Yes	Yes	
234	who became king of erebor after thorin dies	dain his cousin	Yes	Yes	Yes	
234	who became king of erebor after thorin dies	Dáin Ironfoot	Yes	Yes	Yes	
234	who became king of erebor after thorin dies	Dáin Ironfoot.	Yes	Yes	Yes	
234	who became king of erebor after thorin dies	dain	Yes	Yes	Yes	
234	who became king of erebor after thorin dies	Dáin	Yes	Yes	Yes	
235	who won nfl football coach of the year	Bill Snyder	No	No	Yes	No
235	who won nfl football coach of the year	Bill Belichick	Yes	Yes	Yes	
235	who won nfl football coach of the year	The 2020 NFL Coach of the Year was Kevin Stefanski of the Cleveland Browns.	Yes	Yes	Yes	
235	who won nfl football coach of the year	Mike Smith	Yes	Yes	Yes	
235	who won nfl football coach of the year	Sean McVay	Yes	Yes	Yes	
236	when was rosencrantz and guildenstern are dead written	in the nineteenth century	No	No	No	
236	when was rosencrantz and guildenstern are dead written	1874	No	No	No	
236	when was rosencrantz and guildenstern are dead written	the nineteenth century	No	No	No	
236	when was rosencrantz and guildenstern are dead written	1966	Yes	Yes	Yes	
236	when was rosencrantz and guildenstern are dead written	Rosencrantz and Guildenstern Are Dead was written in 1966 by Tom Stoppard.	Yes	Yes	Yes	
237	when did scotland beat england in six nations	1871	No	No	No	
237	when did scotland beat england in six nations	2016	No	No	No	
237	when did scotland beat england in six nations	2018	No	Yes	No	No
237	when did scotland beat england in six nations	Scotland beat England in the 2020 Six Nations on February 8th.	No	No	No	
237	when did scotland beat england in six nations	February 8 , 2020	No	No	No	
238	who sings the song you'll never find another love like mine	Lou Rawls	Yes	Yes	Yes	
238	who sings the song you'll never find another love like mine	Lou Rawls.	Yes	Yes	Yes	
239	who was in charge of the revolutionary war	second continental congress	No	No	Yes	No
239	who was in charge of the revolutionary war	George Washington	Yes	Yes	Yes	
239	who was in charge of the revolutionary war	George Washington was the commander-in-chief of the Continental Army during the American Revolutionary War.	Yes	Yes	Yes	
240	where's the pro bowl going to be this year	Camping World Stadium	Yes	Yes	Yes	
240	where's the pro bowl going to be this year	January 28 2018	No	No	No	
240	where's the pro bowl going to be this year	The 2021 Pro Bowl will be held at Allegiant Stadium in Las Vegas, Nevada.	Yes	Yes	Yes	
240	where's the pro bowl going to be this year	January 28, 2018	No	No	No	
240	where's the pro bowl going to be this year	Orlando, Florida	Yes	Yes	Yes	
241	list of strict nature reserve in the philippines	Masungit Rock	Yes	Yes	Yes	
241	list of strict nature reserve in the philippines	Mount Nimba Strict Nature Reserve	No	No	Yes	No
241	list of strict nature reserve in the philippines	Palawan	Yes	Yes	Yes	
241	list of strict nature reserve in the philippines	The strict nature reserves in the Philippines are Apo Reef Natural Park, Mount Hamiguitan Range Wildlife Sanctuary, Northern Sierra Madre Natural Park, Tubbataha Reefs Natural Park, and Mount Kitanglad Range Natural Park.	No	No	Yes	No
241	list of strict nature reserve in the philippines	Mounts Iglit-Baco National Park	No	No	Yes	No
241	list of strict nature reserve in the philippines	wilderness area	No	No	No	
241	list of strict nature reserve in the philippines	Puerto Princesa	No	No	No	
241	list of strict nature reserve in the philippines	mount hamiguitan range wildlife sanctuary	Yes	Yes	Yes	
241	list of strict nature reserve in the philippines	northern sierra madre natural park	Yes	Yes	Yes	
242	who does eric end up with in that 70s show	Donna Pinciotti	Yes	Yes	Yes	
242	who does eric end up with in that 70s show	Donna	Yes	Yes	Yes	
242	who does eric end up with in that 70s show	Eric Forman ends up with Donna Pinciotti.	Yes	Yes	Yes	
242	who does eric end up with in that 70s show	blair waldorf	No	No	No	
243	who proposed the virginia plan at the constitutional convention	Edmund Randolph proposed the Virginia Plan at the Constitutional Convention.	Yes	Yes	Yes	
243	who proposed the virginia plan at the constitutional convention	edmund randolph	Yes	Yes	No	Yes
243	who proposed the virginia plan at the constitutional convention	james madison	Yes	No	Yes	Yes
244	when does season 18 of law and order svu start	September 21, 2016	Yes	Yes	No	Yes
244	when does season 18 of law and order svu start	September 27 2017	No	No	No	
244	when does season 18 of law and order svu start	Season 18 of Law and Order: SVU is scheduled to premiere on November 11, 2020.	No	No	No	
244	when does season 18 of law and order svu start	September 27 , 2017	No	No	No	
245	term limits for house of representatives and senate	The U.S. House of Representatives has a two-term limit, while the U.S. Senate has no term limits.	No	Yes	No	No
245	term limits for house of representatives and senate	six years	No	No	No	
245	term limits for house of representatives and senate	senate	No	No	No	
245	term limits for house of representatives and senate	unlimited	Yes	Yes	Yes	
245	term limits for house of representatives and senate	two six-year terms	No	No	No	
245	term limits for house of representatives and senate	House of Representatives: 2 terms	No	Yes	No	No
246	where is the love meaning of the song	Unknown.	No	No	No	
246	where is the love meaning of the song	silly complication	No	No	No	
246	where is the love meaning of the song	allegory	No	No	No	
246	where is the love meaning of the song	The song is about the lack of love and understanding in the world.	No	No	No	
246	where is the love meaning of the song	romantic love	No	No	No	
246	where is the love meaning of the song	the biblical book song of solomon	No	No	No	
247	disagreements involving slavery and states' rights were two of the main causes of	The American Civil War.	Yes	Yes	No	Yes
247	disagreements involving slavery and states' rights were two of the main causes of	the american civil war	Yes	Yes	Yes	
247	disagreements involving slavery and states' rights were two of the main causes of	american civil war	Yes	Yes	Yes	
248	when did athens emerges as wealthiest greek city state	900 BC	No	No	Yes	No
248	when did athens emerges as wealthiest greek city state	in 19th century	No	No	No	
248	when did athens emerges as wealthiest greek city state	around the late 6th century bce	Yes	Yes	Yes	
248	when did athens emerges as wealthiest greek city state	the late 6th century BCE	Yes	Yes	Yes	
248	when did athens emerges as wealthiest greek city state	5th century BC	Yes	Yes	Yes	
248	when did athens emerges as wealthiest greek city state	480 BC	No	No	Yes	No
248	when did athens emerges as wealthiest greek city state	Athens emerged as the wealthiest Greek city-state in the 6th century BC.	Yes	Yes	Yes	
248	when did athens emerges as wealthiest greek city state	6th century BC	Yes	Yes	Yes	
249	what is an example of a government monopoly in the united states	the United States Postal Service	Yes	Yes	Yes	
249	what is an example of a government monopoly in the united states	postal system	Yes	Yes	Yes	
249	what is an example of a government monopoly in the united states	the postal system	Yes	Yes	Yes	
249	what is an example of a government monopoly in the united states	single seller	No	No	No	
249	what is an example of a government monopoly in the united states	The United States Postal Service is an example of a government monopoly in the United States.	Yes	Yes	Yes	
249	what is an example of a government monopoly in the united states	Patents	No	No	No	
249	what is an example of a government monopoly in the united states	cable television	No	No	No	
249	what is an example of a government monopoly in the united states	The United States Postal Service (USPS)	Yes	Yes	Yes	
250	who made the first to record with the electric guitar	charlie christian	No	No	No	
250	who made the first to record with the electric guitar	The first electric guitar recording was made by George Barnes in 1938.	Yes	Yes	Yes	
250	who made the first to record with the electric guitar	beatles	No	No	No	
250	who made the first to record with the electric guitar	Les Paul	No	No	No	
250	who made the first to record with the electric guitar	George Barnes	Yes	Yes	Yes	
251	when does the 2017 college football season end	December 9, 2017	Yes	Yes	Yes	
251	when does the 2017 college football season end	December 16 2017	No	No	No	
251	when does the 2017 college football season end	The 2017 college football season ends on January 8, 2018 with the College Football Playoff National Championship.	Yes	Yes	Yes	
251	when does the 2017 college football season end	January 8 , 2018	Yes	Yes	Yes	
252	when does jo come in grey's anatomy	season ten	No	No	No	
252	when does jo come in grey's anatomy	season nine premiere	Yes	Yes	Yes	
252	when does jo come in grey's anatomy	season 11	No	No	No	
252	when does jo come in grey's anatomy	Season 10	No	No	No	
252	when does jo come in grey's anatomy	Jo Wilson (formerly Brooke Stadler) first appears in the Season 9 premiere of Grey's Anatomy.	Yes	Yes	Yes	
252	when does jo come in grey's anatomy	July 2012	No	No	No	
253	when does scully come back in season 2	One Breath	Yes	Yes	Yes	
253	when does scully come back in season 2	Unknown.	No	No	No	
253	when does scully come back in season 2	November 10 , 1993	No	No	No	
253	when does scully come back in season 2	` ` one breath''	Yes	Yes	Yes	
253	when does scully come back in season 2	my struggle ii	No	No	No	
253	when does scully come back in season 2	When She Was Bad	No	No	No	
253	when does scully come back in season 2	The X-Files	No	No	No	
253	when does scully come back in season 2	Colony	No	No	No	
253	when does scully come back in season 2	25	No	No	No	
254	what is the largest ethnic group in mexico today	Mestizo	Yes	Yes	Yes	
254	what is the largest ethnic group in mexico today	Mestizos	Yes	Yes	Yes	
254	what is the largest ethnic group in mexico today	The largest ethnic group in Mexico today is the mestizo population, which makes up around 60% of the total population.	Yes	Yes	Yes	
254	what is the largest ethnic group in mexico today	indigenous people	No	No	No	
255	who took control of jamestown and made new rules that made everyone work	the Virginia Company	No	No	No	
255	who took control of jamestown and made new rules that made everyone work	the British Crown	No	No	No	
255	who took control of jamestown and made new rules that made everyone work	Sir Thomas Dale	No	No	No	
255	who took control of jamestown and made new rules that made everyone work	the British	No	No	No	
255	who took control of jamestown and made new rules that made everyone work	the men	No	No	No	
255	who took control of jamestown and made new rules that made everyone work	The Virginia Company of London took control of Jamestown and instituted a new set of rules that required all colonists to work in order to receive food and supplies.	No	No	No	
255	who took control of jamestown and made new rules that made everyone work	John Smith	Yes	Yes	No	Yes
255	who took control of jamestown and made new rules that made everyone work	british crown	No	No	No	
256	what are some elements that are similar to silver	iron	No	No	No	
256	what are some elements that are similar to silver	gold	Yes	Yes	Yes	
256	what are some elements that are similar to silver	Copper	Yes	Yes	Yes	
256	what are some elements that are similar to silver	Elements similar to silver include gold, copper, and mercury.	Yes	Yes	No	Yes
257	where does junior want to go to find hope	Natesville	No	No	No	
257	where does junior want to go to find hope	Africa	No	No	No	
257	where does junior want to go to find hope	Unknown.	No	No	No	
257	where does junior want to go to find hope	Paris	No	No	No	
257	where does junior want to go to find hope	seattle	No	No	No	
257	where does junior want to go to find hope	Mexico	No	No	No	
257	where does junior want to go to find hope	Australia	No	No	No	
257	where does junior want to go to find hope	Alaska	No	No	No	
257	where does junior want to go to find hope	Los Angeles	No	No	No	
258	when was the us department of homeland security created	November 25 2002	Yes	Yes	Yes	
258	when was the us department of homeland security created	November 25, 2002	Yes	Yes	Yes	
258	when was the us department of homeland security created	The United States Department of Homeland Security was created on November 25, 2002.	Yes	Yes	Yes	
258	when was the us department of homeland security created	November 25 , 2002	Yes	Yes	Yes	
259	what state did they film daddy's home 2	Massachusetts	Yes	Yes	Yes	
259	what state did they film daddy's home 2	Daddy's Home 2 was filmed in Massachusetts.	Yes	Yes	Yes	
260	who has the most yards per carry in nfl history	Emmitt Smith	No	No	No	
260	who has the most yards per carry in nfl history	Jim Brown (5.22)	No	Yes	No	No
260	who has the most yards per carry in nfl history	michael vick	No	No	Yes	No
260	who has the most yards per carry in nfl history	Jim Brown has the most yards per carry in NFL history, with 5.22 yards per carry.	No	Yes	No	No
261	when did the study of media effects begin	1920s	No	No	No	
261	when did the study of media effects begin	the 1920s	No	No	No	
261	when did the study of media effects begin	the late 1960s	No	No	No	
261	when did the study of media effects begin	1976	No	No	No	
261	when did the study of media effects begin	The study of media effects began in the 1920s with the publication of the book Public Opinion by Walter Lippmann.	No	No	Yes	No
261	when did the study of media effects begin	1964	Yes	Yes	Yes	
262	1. what was the precursor to the present day internet	the ARPANET	Yes	Yes	Yes	
262	1. what was the precursor to the present day internet	The precursor to the present day internet was the ARPANET, which was developed in the late 1960s.	Yes	Yes	Yes	
262	1. what was the precursor to the present day internet	computers	No	No	No	
262	1. what was the precursor to the present day internet	the arpanet project	Yes	Yes	Yes	
262	1. what was the precursor to the present day internet	ARPANET	Yes	Yes	Yes	
263	surface area in many kinds of organs is important because the amount of surface determines	the amount of exchange between the organ and its environment	Yes	Yes	Yes	No
263	surface area in many kinds of organs is important because the amount of surface determines	regulation of body temperature	Yes	Yes	Yes	
263	surface area in many kinds of organs is important because the amount of surface determines	chemical kinetics	No	No	No	
263	surface area in many kinds of organs is important because the amount of surface determines	digestion	No	No	No	
263	surface area in many kinds of organs is important because the amount of surface determines	The amount of surface area determines the rate of exchange of materials between the organ and its environment.	Yes	Yes	Yes	No
263	surface area in many kinds of organs is important because the amount of surface determines	body temperature	Yes	Yes	Yes	
264	what is the meaning of molech in the bible	idol	Yes	Yes	Yes	
264	what is the meaning of molech in the bible	king	No	No	No	
264	what is the meaning of molech in the bible	Molech was an ancient Canaanite god associated with child sacrifice.	Yes	Yes	Yes	
264	what is the meaning of molech in the bible	fire sacrifice	No	No	No	
264	what is the meaning of molech in the bible	a king	No	No	No	
264	what is the meaning of molech in the bible	Molech is an ancient Canaanite god associated with child sacrifice.	Yes	Yes	Yes	
264	what is the meaning of molech in the bible	abomination of the children of Ammon	No	No	No	
265	all the motor neurons that control the skeletal muscles are	somatic motor neurons	Yes	Yes	Yes	
265	all the motor neurons that control the skeletal muscles are	cholinergic	No	No	No	
265	all the motor neurons that control the skeletal muscles are	Somatic	Yes	Yes	Yes	
265	all the motor neurons that control the skeletal muscles are	Motor neurons that control the skeletal muscles are known as alpha motor neurons.	Yes	Yes	No	Yes
265	all the motor neurons that control the skeletal muscles are	Alpha () motor neurons	Yes	Yes	No	Yes
266	who is the sixth president of the united states	john quincy adams	Yes	Yes	Yes	
266	who is the sixth president of the united states	John Quincy Adams.	Yes	Yes	Yes	
267	what is the point of a menstrual cup	to prevent menstrual fluid	No	No	No	
267	what is the point of a menstrual cup	to prevent menstruation	No	No	No	
267	what is the point of a menstrual cup	to prevent menstrual fluid from leaking onto clothes	Yes	Yes	Yes	
267	what is the point of a menstrual cup	prevent	No	No	No	
267	what is the point of a menstrual cup	A menstrual cup is a reusable device worn inside the vagina during menstruation to collect menstrual fluid. It is an eco-friendly and cost-effective alternative to disposable pads and tampons.	Yes	Yes	Yes	
267	what is the point of a menstrual cup	To collect menstrual fluid and prevent leakage.	Yes	Yes	Yes	
268	what is the name of the compound p4010	Unknown.	No	No	No	
268	what is the name of the compound p4010	ph94b	No	No	No	
268	what is the name of the compound p4010	p4010	No	No	No	
268	what is the name of the compound p4010	proteosifluoride	No	No	No	
268	what is the name of the compound p4010	Phosphorus triphosphate	No	No	No	
268	what is the name of the compound p4010	Glyphosate	No	No	No	
268	what is the name of the compound p4010	Pfizer	No	No	No	
268	what is the name of the compound p4010	Phosphorus pentachloride	No	No	Yes	No
268	what is the name of the compound p4010	tetraphosphorus decoxide	Yes	Yes	Yes	
268	what is the name of the compound p4010	Sodium acetate	No	No	No	
269	when did the first ninja turtles come out	March 30, 1990	Yes	Yes	Yes	
269	when did the first ninja turtles come out	March 30 1990	Yes	Yes	Yes	
269	when did the first ninja turtles come out	The first Teenage Mutant Ninja Turtles comic book was released in May 1984.	Yes	Yes	Yes	
269	when did the first ninja turtles come out	May 1984	Yes	Yes	Yes	
269	when did the first ninja turtles come out	1990	Yes	Yes	Yes	
269	when did the first ninja turtles come out	1984	Yes	Yes	Yes	
270	who votes to elect a rajya sabha memmber	state and territorial legislatures	Yes	Yes	Yes	
270	who votes to elect a rajya sabha memmber	Elected members of the Legislative Assembly of the State from which the Rajya Sabha member is to be chosen.	No	No	Yes	No
270	who votes to elect a rajya sabha memmber	Rajya Sabha members are elected by the elected members of the State Legislative Assemblies.	Yes	Yes	Yes	
271	where would a subcutaneous injection be made in the skin	Subcutaneous injections are typically made in the fatty tissue just below the skin.	Yes	Yes	Yes	
271	where would a subcutaneous injection be made in the skin	the subcutis	Yes	Yes	Yes	
271	where would a subcutaneous injection be made in the skin	directly below dermis	Yes	Yes	Yes	
271	where would a subcutaneous injection be made in the skin	between the dermis and the underlying tissue	Yes	Yes	Yes	
271	where would a subcutaneous injection be made in the skin	under the skin	No	No	No	
272	what episode does goku give up against cell	0	No	No	No	
272	what episode does goku give up against cell	` ` goku's dreamland''	No	No	No	
272	what episode does goku give up against cell	the first round	No	No	No	
272	what episode does goku give up against cell	Episode 31 of Dragon Ball Z, "Silent Warrior".	No	No	No	
272	what episode does goku give up against cell	Dragon Ball GT	No	No	No	
272	what episode does goku give up against cell	first round	No	No	No	
272	what episode does goku give up against cell	Episode #172	No	No	No	
273	who wrote shes always a woman to me	Billy Joel	Yes	Yes	Yes	
273	who wrote shes always a woman to me	Billy Joel.	Yes	Yes	Yes	
274	rizal finished all the chapters of the novel noli me tangere in	December 1886	No	No	No	
274	rizal finished all the chapters of the novel noli me tangere in	1887	Yes	Yes	Yes	
274	rizal finished all the chapters of the novel noli me tangere in	October 1887	No	No	No	
275	when was the last year the eagles went to the superbowl	2004	No	No	No	
275	when was the last year the eagles went to the superbowl	2017	Yes	Yes	Yes	
275	when was the last year the eagles went to the superbowl	2018	Yes	Yes	Yes	
275	when was the last year the eagles went to the superbowl	The Philadelphia Eagles last went to the Super Bowl in 2018.	Yes	Yes	Yes	
276	what does g stand for in ncis los angeles	General	No	No	No	
276	what does g stand for in ncis los angeles	G. Callen	No	No	No	Yes
276	what does g stand for in ncis los angeles	Granger	No	No	No	
276	what does g stand for in ncis los angeles	grisha	Yes	Yes	Yes	
276	what does g stand for in ncis los angeles	G stands for Granger, the name of the character played by Eric Christian Olsen in NCIS: Los Angeles.	No	No	No	
277	when did the movie peter pan come out	1953	Yes	Yes	Yes	
277	when did the movie peter pan come out	The movie Peter Pan was released in 1953.	Yes	Yes	Yes	
277	when did the movie peter pan come out	29 December 1924	No	No	Yes	No
278	when's the last time michigan won a national championship in basketball	2000	No	No	No	
278	when's the last time michigan won a national championship in basketball	1989	Yes	Yes	Yes	
278	when's the last time michigan won a national championship in basketball	The last time Michigan won a national championship in basketball was in 1989.	Yes	Yes	Yes	
279	who played morticia in the addams family tv show	carolyn sue jones	Yes	Yes	Yes	
279	who played morticia in the addams family tv show	Carolyn Jones	Yes	Yes	Yes	
279	who played morticia in the addams family tv show	Carolyn Jones.	Yes	Yes	Yes	
280	who commissioned the first christmas card in 1943	sir henry cole	Yes	Yes	Yes	
280	who commissioned the first christmas card in 1943	isambard kingdom brunel	No	No	No	
280	who commissioned the first christmas card in 1943	King George VI	No	No	No	
280	who commissioned the first christmas card in 1943	Sir Henry Cole.	Yes	Yes	Yes	
281	who won the mens figure skating in 2018 olympics	yuzuru hanyu	Yes	Yes	Yes	
281	who won the mens figure skating in 2018 olympics	Yuzuru Hanyu of Japan.	Yes	Yes	Yes	
282	avatar the last airbender season 3 episode 12	Sozin's Comet	No	No	No	
282	avatar the last airbender season 3 episode 12	Unknown.	No	No	No	
282	avatar the last airbender season 3 episode 12	The Search	No	No	No	
282	avatar the last airbender season 3 episode 12	Sozin's Comet: Part 4 - Avatar Aang	No	Yes	No	No
282	avatar the last airbender season 3 episode 12	21	No	No	No	
282	avatar the last airbender season 3 episode 12	the fire lord	No	No	No	
283	where are alkali metals located on the periodic table	in the s-block	Yes	Yes	Yes	
283	where are alkali metals located on the periodic table	group 1	Yes	Yes	Yes	
283	where are alkali metals located on the periodic table	group	No	No	No	
283	where are alkali metals located on the periodic table	Alkali metals are located in Group 1 of the periodic table.	Yes	Yes	Yes	
283	where are alkali metals located on the periodic table	the s - block	Yes	Yes	Yes	
283	where are alkali metals located on the periodic table	in s block	Yes	Yes	Yes	
283	where are alkali metals located on the periodic table	s-block	Yes	Yes	Yes	
284	where does the light reaction of photosynthesis occur	thylakoid membrane	Yes	Yes	Yes	
284	where does the light reaction of photosynthesis occur	on the thylakoid membranes	Yes	Yes	Yes	
284	where does the light reaction of photosynthesis occur	reaction centres	No	No	No	
284	where does the light reaction of photosynthesis occur	The light reaction of photosynthesis occurs in the thylakoid membrane of the chloroplast.	Yes	Yes	Yes	
284	where does the light reaction of photosynthesis occur	on thylakoid membranes	Yes	Yes	Yes	
284	where does the light reaction of photosynthesis occur	thylakoid membranes	Yes	Yes	Yes	
285	most consecutive games with 20+ points - nba history	65 games by Wilt Chamberlain	No	No	No	
285	most consecutive games with 20+ points - nba history	31	No	No	No	
285	most consecutive games with 20+ points - nba history	30	No	No	No	
285	most consecutive games with 20+ points - nba history	The record for most consecutive games with 20+ points in NBA history is held by Wilt Chamberlain, who scored 20 or more points in 126 consecutive games from 1964-1966.	Yes	Yes	Yes	
285	most consecutive games with 20+ points - nba history	13	No	No	No	
285	most consecutive games with 20+ points - nba history	64	No	No	No	
285	most consecutive games with 20+ points - nba history	11	No	No	No	
285	most consecutive games with 20+ points - nba history	14	No	No	No	
286	how many pages are in the book inside out and back again	224 pages	No	No	No	
286	how many pages are in the book inside out and back again	12	No	No	No	
286	how many pages are in the book inside out and back again	879	No	No	No	
286	how many pages are in the book inside out and back again	127	No	No	No	
286	how many pages are in the book inside out and back again	96	No	No	No	
286	how many pages are in the book inside out and back again	168	No	No	No	
286	how many pages are in the book inside out and back again	312	No	No	No	
286	how many pages are in the book inside out and back again	224 pages.	No	No	No	
286	how many pages are in the book inside out and back again	320	No	No	No	
286	how many pages are in the book inside out and back again	52	No	No	No	
287	what is the cross on a letter t called	The cross on a letter t is called a crossbar.	Yes	No	Yes	Yes
287	what is the cross on a letter t called	saltire	No	No	No	
287	what is the cross on a letter t called	crux commissa	Yes	Yes	Yes	
287	what is the cross on a letter t called	crux	No	Yes	No	No
287	what is the cross on a letter t called	tittle	No	No	No	
287	what is the cross on a letter t called	a saltire	No	No	No	
287	what is the cross on a letter t called	tau cross	Yes	Yes	Yes	
288	where does us highway 1 start and end	US Highway 1 starts in Key West, Florida and ends in Fort Kent, Maine.	Yes	Yes	Yes	
288	where does us highway 1 start and end	Key West, Florida	Yes	Yes	Yes	
288	where does us highway 1 start and end	key west florida	Yes	Yes	Yes	
288	where does us highway 1 start and end	Key West , Florida to Fort Kent , Maine	Yes	Yes	Yes	
288	where does us highway 1 start and end	Fort Kent, Maine	Yes	Yes	Yes	
289	when does the next episode of izombie air	The next episode of iZombie will air on Thursday, April 2nd at 8/7c on The CW.	No	No	No	
289	when does the next episode of izombie air	March 26, 2018	Yes	Yes	Yes	
289	when does the next episode of izombie air	early 2019	No	No	No	
289	when does the next episode of izombie air	February 26, 2018	Yes	Yes	Yes	
289	when does the next episode of izombie air	May 28 , 2019	No	No	Yes	No
290	which is the lion's mane jellyfish's species within its genus	Cyanea capillata.	Yes	Yes	Yes	
290	which is the lion's mane jellyfish's species within its genus	c c nozakii	No	No	No	Yes
290	which is the lion's mane jellyfish's species within its genus	Cyanea	Yes	Yes	Yes	No
290	which is the lion's mane jellyfish's species within its genus	Cyanea capillata	Yes	Yes	Yes	
291	when was the japanese videogame company nintendo founded	September 23 , 1889	Yes	Yes	Yes	
